"","subj","cloze","item","n400","cloze_ans","N"
"1464",20,0.8,10,-14.2,35,44
"1465",20,0.93,9,7.37,41,44
"1466",20,0,19,-5.96,0,44
"1467",20,0,7,0.98,0,44
"1468",20,0,20,-5.7,0,44
"1469",20,0.97,1,5.58,43,44
"1470",20,0.87,18,0.27,38,44
"1471",20,0,15,20.55,0,44
"1472",20,1,6,-2.69,44,44
"1473",20,0,16,31.29,0,44
"1474",20,0.97,13,32.55,43,44
"1475",20,0.13,12,-11.69,6,44
"1476",20,0.07,11,14.44,3,44
"1477",20,1,2,12.73,44,44
"1478",20,0.07,3,22.39,3,44
"1479",20,0.53,33,4.8,23,44
"1480",20,0.03,23,-4.2,1,44
"1481",20,0,39,-15.59,0,44
"1482",20,0.93,38,0.65,41,44
"1483",20,0.07,36,0.45,3,44
"1484",20,0.4,24,10.86,18,44
"1485",20,0,31,23.78,0,44
"1486",20,0.8,37,13.97,35,44
"1487",20,0.67,28,4,29,44
"1488",20,0.9,30,16.63,40,44
"1489",20,0,35,24.49,0,44
"1490",20,0.53,22,22.51,23,44
"1491",20,0.9,29,4.39,40,44
"1492",20,0.9,29,4.39,40,44
"1493",20,0.87,26,0.29,38,44
"1494",20,0.97,34,2.67,43,44
"1495",20,0.97,25,6.84,43,44
"1496",20,0.77,21,25.07,34,44
"1497",20,0,40,-21.41,0,44
"1498",20,0.03,32,5.22,1,44
"1499",20,0,27,3.5,0,44
"1500",20,0.47,44,-4.18,21,44
"1501",20,1,41,3.63,44,44
"1502",20,0.93,53,2.77,41,44
"1503",20,0.07,59,28.61,3,44
"1504",20,0.6,55,9.33,26,44
"1505",20,0.63,46,26.34,28,44
"1506",20,0.37,50,-10.16,16,44
"1507",20,0,52,13.68,0,44
"1508",20,0.4,43,14.54,18,44
"1509",20,0.03,51,3.21,1,44
"1510",20,0,48,-13.22,0,44
"1511",20,0.69,57,-1.84,30,44
"1512",20,0.4,49,12.97,18,44
"1513",20,0.73,58,1.94,32,44
"1514",20,0.37,42,2.01,16,44
"1515",20,0.13,47,14.1,6,44
"1516",20,0,56,42.72,0,44
"1517",20,0.67,45,-11.49,29,44
"1518",20,0.27,60,22.96,12,44
"1519",20,0,76,3.89,0,44
"1520",20,0.93,65,-8.04,41,44
"1521",20,0,75,5.04,0,44
"1522",20,1,77,-22.85,44,44
"1523",20,0,72,17.32,0,44
"1524",20,0.77,64,11.04,34,44
"1525",20,0.97,78,8.68,43,44
"1526",20,0,67,-6.22,0,44
"1527",20,0.23,66,13.12,10,44
"1528",20,0.57,70,16.02,25,44
"1529",20,0.93,69,8.1,41,44
"1530",20,0.8,73,-32.63,35,44
"1531",20,0,79,-5.15,0,44
"1532",20,0.7,62,10.41,31,44
"1533",20,0.1,68,-14.25,4,44
"1534",20,0.93,74,7.1,41,44
"1535",20,0,63,4.42,0,44
"1536",20,0,80,4.68,0,44
"1537",20,0,71,-1.61,0,44
"1538",20,0.34,61,14.96,15,44
"1539",21,0.93,5,9.79,41,44
"1540",21,0,15,5.96,0,44
"1541",21,0.97,1,3.39,43,44
"1542",21,0.2,4,10.44,9,44
"1543",21,0,16,-1.02,0,44
"1544",21,1,6,11.05,44,44
"1545",21,0.97,13,16.36,43,44
"1546",21,0.62,17,13.34,27,44
"1547",21,0,20,-1.55,0,44
"1548",21,0.07,11,9.8,3,44
"1549",21,0.9,14,18.42,40,44
"1550",21,0.93,9,-7.59,41,44
"1551",21,0.07,3,-6.11,3,44
"1552",21,0.87,18,12.18,38,44
"1553",21,0.34,8,9.67,15,44
"1554",21,0,19,-1.38,0,44
"1555",21,0.13,12,13.2,6,44
"1556",21,0.8,10,14.78,35,44
"1557",21,0,31,4.58,0,44
"1558",21,0.9,30,2.06,40,44
"1559",21,0.4,24,-7.73,18,44
"1560",21,0.07,36,12.68,3,44
"1561",21,0.9,29,14.33,40,44
"1562",21,0.9,29,14.33,40,44
"1563",21,0.77,21,9.38,34,44
"1564",21,0.03,32,-0.5,1,44
"1565",21,0.53,22,-18.17,23,44
"1566",21,0.87,26,6.08,38,44
"1567",21,0,35,-14.11,0,44
"1568",21,0.67,28,2.77,29,44
"1569",21,0,40,-5.94,0,44
"1570",21,0,27,-10.25,0,44
"1571",21,0.93,38,-20.98,41,44
"1572",21,0.97,34,12.05,43,44
"1573",21,0.97,25,-9.14,43,44
"1574",21,0.53,33,-12.92,23,44
"1575",21,0.8,37,-8.11,35,44
"1576",21,0.03,23,-13.87,1,44
"1577",21,0.47,44,-20.26,21,44
"1578",21,0.37,50,15.3,16,44
"1579",21,0.4,43,-1.65,18,44
"1580",21,0.77,54,-1.12,34,44
"1581",21,0.07,59,1.69,3,44
"1582",21,0.27,60,-7.99,12,44
"1583",21,0.63,46,-1.8,28,44
"1584",21,0.37,42,9.62,16,44
"1585",21,0.93,53,2.54,41,44
"1586",21,0.03,51,-0.72,1,44
"1587",21,0.73,58,18.3,32,44
"1588",21,0.6,55,-13.44,26,44
"1589",21,0.67,45,1.97,29,44
"1590",21,0.4,49,28.88,18,44
"1591",21,0.13,47,1.77,6,44
"1592",21,0,48,3.83,0,44
"1593",21,1,41,6.73,44,44
"1594",21,0.69,57,17.14,30,44
"1595",21,0,56,-1.05,0,44
"1596",21,0,52,-15.14,0,44
"1597",21,0.93,65,13.01,41,44
"1598",21,0.93,74,2.06,41,44
"1599",21,0,79,3.85,0,44
"1600",21,0.34,61,6.55,15,44
"1601",21,0.93,69,13.34,41,44
"1602",21,0,63,5.63,0,44
"1603",21,0,72,2.43,0,44
"1604",21,0.97,78,4.52,43,44
"1605",21,0.23,66,-37.36,10,44
"1606",21,0.77,64,15.23,34,44
"1607",21,0.7,62,-11.19,31,44
"1608",21,0.1,68,-9.51,4,44
"1609",21,0.8,73,8.09,35,44
"1610",21,0,75,-9.85,0,44
"1611",21,0,80,-8.05,0,44
"1612",21,0,76,19.98,0,44
"1613",21,0.57,70,-3.59,25,44
"1614",22,0,1,15.66,0,44
"1615",22,0.93,4,8.85,41,44
"1616",22,0.93,16,12.55,41,44
"1617",22,1,3,-8.89,44,44
"1618",22,0,18,-15.11,0,44
"1619",22,0.8,7,-5.83,35,44
"1620",22,0,14,10.13,0,44
"1621",22,0,13,-2.75,0,44
"1622",22,0.03,2,1.97,1,44
"1623",22,0.03,9,1.27,1,44
"1624",22,0.9,15,21.66,40,44
"1625",22,0,5,-6.27,0,44
"1626",22,0,17,-0.59,0,44
"1627",22,0.03,10,3.45,1,44
"1628",22,0,6,2.83,0,44
"1629",22,0.9,20,1.13,40,44
"1630",22,0.97,8,-10,43,44
"1631",22,1,12,-12.45,44,44
"1632",22,1,19,-4.37,44,44
"1633",22,0.87,11,23.04,38,44
"1634",22,0.97,27,-5.55,43,44
"1635",22,0.8,32,-6.55,35,44
"1636",22,0,38,-4.83,0,44
"1637",22,0.97,35,14.94,43,44
"1638",22,0.9,29,-14.48,40,44
"1639",22,0.9,29,-14.48,40,44
"1640",22,0.93,24,5.47,41,44
"1641",22,0,26,9.76,0,44
"1642",22,0,37,-10.43,0,44
"1643",22,0.27,28,0.79,12,44
"1644",22,0,30,-5.04,0,44
"1645",22,0,33,11.41,0,44
"1646",22,0.93,23,-2.82,41,44
"1647",22,0.93,40,-3.35,41,44
"1648",22,0.17,22,11.82,7,44
"1649",22,0.97,39,8.29,43,44
"1650",22,0.03,21,-8.48,1,44
"1651",22,0,25,1.94,0,44
"1652",22,0.77,31,24.4,34,44
"1653",22,0.77,36,2.75,34,44
"1654",22,0.3,34,7.27,13,44
"1655",22,0.9,51,-10.71,40,44
"1656",22,0.3,54,1.05,13,44
"1657",22,0.2,46,3.84,9,44
"1658",22,0,57,-1.61,0,44
"1659",22,0.87,52,-5.35,38,44
"1660",22,0.93,55,12.57,41,44
"1661",22,0.17,45,8.42,7,44
"1662",22,0,58,11.49,0,44
"1663",22,0.07,53,4.08,3,44
"1664",22,0.87,48,4.72,38,44
"1665",22,0.9,60,15.92,40,44
"1666",22,0.5,49,0.02,22,44
"1667",22,0.9,44,8.73,40,44
"1668",22,0.03,50,10.81,1,44
"1669",22,0.93,56,-14.46,41,44
"1670",22,0.73,59,-0.57,32,44
"1671",22,0.93,43,-16.24,41,44
"1672",22,0.07,41,3.62,3,44
"1673",22,0.13,42,6.86,6,44
"1674",22,1,47,10.76,44,44
"1675",22,0.27,68,2.72,12,44
"1676",22,0.87,67,-1.98,38,44
"1677",22,0.03,70,3.67,1,44
"1678",22,0.07,65,-5.97,3,44
"1679",22,0,74,10.99,0,44
"1680",22,0.93,77,-14.8,41,44
"1681",22,0.9,71,-5.71,40,44
"1682",22,0.83,63,8.77,37,44
"1683",22,0.97,79,10.07,43,44
"1684",22,0.6,75,-21.43,26,44
"1685",22,0,61,6.65,0,44
"1686",22,0.07,73,-7.48,3,44
"1687",22,0.9,76,0.93,40,44
"1688",22,0,62,0.82,0,44
"1689",22,0.07,66,-3.53,3,44
"1690",22,0.9,72,2.02,40,44
"1691",22,0.97,80,-3.51,43,44
"1692",22,0.83,78,12.66,37,44
"1693",22,0.5,64,10.16,22,44
"1694",22,0,69,2.66,0,44
"1695",23,0.62,17,3.83,27,44
"1696",23,0.97,13,-5.62,43,44
"1697",23,0.8,10,4.98,35,44
"1698",23,0.34,8,-8.42,15,44
"1699",23,0.07,3,11.78,3,44
"1700",23,0.93,5,8.38,41,44
"1701",23,0,16,-6.87,0,44
"1702",23,0.2,4,-1.23,9,44
"1703",23,1,6,-6.13,44,44
"1704",23,0,7,9.26,0,44
"1705",23,0,15,6.27,0,44
"1706",23,0.93,9,10.59,41,44
"1707",23,0.13,12,-2.03,6,44
"1708",23,0,19,6.57,0,44
"1709",23,0,20,12.44,0,44
"1710",23,0.97,1,10.95,43,44
"1711",23,0.87,18,-8.32,38,44
"1712",23,0.07,11,2.85,3,44
"1713",23,0.9,14,4.8,40,44
"1714",23,1,2,26.22,44,44
"1715",23,0,40,-0.43,0,44
"1716",23,0.93,38,15.51,41,44
"1717",23,0,35,6.63,0,44
"1718",23,0.8,37,-6.49,35,44
"1719",23,0.67,28,-2.61,29,44
"1720",23,0,31,6.54,0,44
"1721",23,0.07,36,-8.33,3,44
"1722",23,0,39,13.41,0,44
"1723",23,0.97,25,25.1,43,44
"1724",23,0.87,26,0.11,38,44
"1725",23,0.03,23,-5.79,1,44
"1726",23,0.03,32,11.37,1,44
"1727",23,0.53,22,19.09,23,44
"1728",23,0.4,24,9.5,18,44
"1729",23,0.77,21,14.28,34,44
"1730",23,0.97,34,7.47,43,44
"1731",23,0.53,33,2.7,23,44
"1732",23,0.9,30,21.91,40,44
"1733",23,0,27,-8.71,0,44
"1734",23,0.9,29,-1.19,40,44
"1735",23,0.9,29,-1.19,40,44
"1736",23,0.63,46,8.22,28,44
"1737",23,0.07,59,2.71,3,44
"1738",23,0.03,51,2.66,1,44
"1739",23,0.67,45,35.94,29,44
"1740",23,0,56,17.85,0,44
"1741",23,0.4,43,-23.28,18,44
"1742",23,0.13,47,-4.88,6,44
"1743",23,0.37,42,2.99,16,44
"1744",23,0.27,60,2.57,12,44
"1745",23,0.93,53,-0.18,41,44
"1746",23,0.37,50,2.4,16,44
"1747",23,0.77,54,-23.79,34,44
"1748",23,0,52,7.36,0,44
"1749",23,1,41,20.94,44,44
"1750",23,0.73,58,20.94,32,44
"1751",23,0.4,49,1.59,18,44
"1752",23,0,48,8.8,0,44
"1753",23,0.69,57,15.28,30,44
"1754",23,0.7,62,3.29,31,44
"1755",23,0,79,13.24,0,44
"1756",23,0.93,65,2.46,41,44
"1757",23,0,67,7.76,0,44
"1758",23,0.23,66,8.16,10,44
"1759",23,0.77,64,-17.29,34,44
"1760",23,0.57,70,7.53,25,44
"1761",23,0,76,13.7,0,44
"1762",23,0,80,6.01,0,44
"1763",23,0.93,74,2.99,41,44
"1764",23,0,71,8.39,0,44
"1765",23,0,72,9.82,0,44
"1766",23,0.1,68,-6.65,4,44
"1767",23,0,75,27.47,0,44
"1768",23,0.97,78,-1.31,43,44
"1769",23,0.34,61,12.83,15,44
"1770",23,1,77,12,44,44
"1771",23,0,63,-10.17,0,44
"1772",23,0.8,73,-5.02,35,44
"1773",23,0.93,69,47.17,41,44
"1774",24,0.13,12,-3.45,6,44
"1775",24,0.62,17,8.76,27,44
"1776",24,1,2,-12.29,44,44
"1777",24,0.9,14,6.43,40,44
"1778",24,0.07,3,-10.48,3,44
"1779",24,0.07,11,22.38,3,44
"1780",24,0.93,9,-0.5,41,44
"1781",24,0,7,0.95,0,44
"1782",24,0.97,1,0.56,43,44
"1783",24,0.34,8,14.05,15,44
"1784",24,1,6,19.81,44,44
"1785",24,0.87,18,-1,38,44
"1786",24,0.2,4,7.88,9,44
"1787",24,0.97,13,21.42,43,44
"1788",24,0,16,-6.62,0,44
"1789",24,0.93,5,27.65,41,44
"1790",24,0,20,2.26,0,44
"1791",24,0,19,2.44,0,44
"1792",24,0.8,10,0.31,35,44
"1793",24,0,39,3.65,0,44
"1794",24,0.03,23,5.18,1,44
"1795",24,0.87,26,1.71,38,44
"1796",24,0,31,-4.33,0,44
"1797",24,0.67,28,-6.18,29,44
"1798",24,0,27,-15.42,0,44
"1799",24,0.53,33,28.43,23,44
"1800",24,0.53,22,-15.12,23,44
"1801",24,0.8,37,15.94,35,44
"1802",24,0.9,29,1.48,40,44
"1803",24,0.9,29,1.48,40,44
"1804",24,0.07,36,-7.68,3,44
"1805",24,0.97,34,7.27,43,44
"1806",24,0.93,38,10.02,41,44
"1807",24,0,40,-5.6,0,44
"1808",24,0.9,30,1.52,40,44
"1809",24,0.97,25,-6.63,43,44
"1810",24,0.77,21,4.31,34,44
"1811",24,0,35,-10.85,0,44
"1812",24,0.4,24,0.58,18,44
"1813",24,0.37,50,21.87,16,44
"1814",24,0.07,59,0.25,3,44
"1815",24,0.67,45,10.82,29,44
"1816",24,0.4,49,14.12,18,44
"1817",24,0,56,-2.96,0,44
"1818",24,0.4,43,7.94,18,44
"1819",24,0.77,54,-2.69,34,44
"1820",24,0,48,1.24,0,44
"1821",24,0.93,53,-8.23,41,44
"1822",24,0.37,42,-2.05,16,44
"1823",24,0.6,55,-1.23,26,44
"1824",24,0.03,51,3.27,1,44
"1825",24,0.63,46,6.1,28,44
"1826",24,1,41,1.41,44,44
"1827",24,0.73,58,27.29,32,44
"1828",24,0.47,44,8.27,21,44
"1829",24,0,52,6.08,0,44
"1830",24,0.27,60,12.06,12,44
"1831",24,0.69,57,11.84,30,44
"1832",24,0.13,47,-5.02,6,44
"1833",24,0,72,3.98,0,44
"1834",24,0,75,11.21,0,44
"1835",24,0.97,78,23.29,43,44
"1836",24,0.93,69,5.73,41,44
"1837",24,0.93,74,-3.27,41,44
"1838",24,0.1,68,-7.02,4,44
"1839",24,1,77,5.3,44,44
"1840",24,0,79,10.07,0,44
"1841",24,0,67,14.17,0,44
"1842",24,0.57,70,6.4,25,44
"1843",24,0,63,-10.83,0,44
"1844",24,0.23,66,-4.9,10,44
"1845",24,0.7,62,4.52,31,44
"1846",24,0.34,61,14.69,15,44
"1847",24,0,80,5.8,0,44
"1848",24,0.77,64,4.96,34,44
"1849",24,0,71,4.88,0,44
"1850",24,0.93,65,11.88,41,44
"1851",24,0,76,2.61,0,44
"1852",25,1,3,11.35,44,44
"1853",25,0.03,2,14.62,1,44
"1854",25,0.03,10,18.04,1,44
"1855",25,0,18,2.44,0,44
"1856",25,0,1,36.2,0,44
"1857",25,1,12,16.92,44,44
"1858",25,0.8,7,-34.99,35,44
"1859",25,0.93,16,-14.64,41,44
"1860",25,0.9,15,-7.69,40,44
"1861",25,0,14,39.54,0,44
"1862",25,1,19,3.33,44,44
"1863",25,0,6,-6.81,0,44
"1864",25,0.87,11,-3.04,38,44
"1865",25,0.9,20,-18.37,40,44
"1866",25,0,5,2.27,0,44
"1867",25,0,13,27.89,0,44
"1868",25,0.97,39,31.98,43,44
"1869",25,0.27,28,20.01,12,44
"1870",25,0.93,24,-18.7,41,44
"1871",25,0.3,34,11.41,13,44
"1872",25,0.97,35,-1.07,43,44
"1873",25,0.77,31,-15.22,34,44
"1874",25,0,30,-9.96,0,44
"1875",25,0.97,27,6.04,43,44
"1876",25,0.9,29,6.85,40,44
"1877",25,0.9,29,6.85,40,44
"1878",25,0.17,22,14.79,7,44
"1879",25,0.8,32,-10.98,35,44
"1880",25,0.93,40,8.65,41,44
"1881",25,0,26,23.1,0,44
"1882",25,0.93,23,17.82,41,44
"1883",25,0,25,-5.73,0,44
"1884",25,0.77,36,23.98,34,44
"1885",25,0,33,-37.18,0,44
"1886",25,0,38,-1.94,0,44
"1887",25,0.03,21,10.43,1,44
"1888",25,0.03,50,3.64,1,44
"1889",25,0.87,52,1.16,38,44
"1890",25,0,58,-0.13,0,44
"1891",25,0.93,56,7.57,41,44
"1892",25,0.93,43,-14.6,41,44
"1893",25,0.07,41,14.78,3,44
"1894",25,0.9,44,-17.89,40,44
"1895",25,0.2,46,-13.39,9,44
"1896",25,1,47,-8.23,44,44
"1897",25,0.07,53,3.47,3,44
"1898",25,0.9,51,11.28,40,44
"1899",25,0.87,48,19.52,38,44
"1900",25,0.3,54,18.68,13,44
"1901",25,0.93,55,-19.67,41,44
"1902",25,0.17,45,-9.13,7,44
"1903",25,0.73,59,1.02,32,44
"1904",25,0.13,42,-4.45,6,44
"1905",25,0.07,65,9.12,3,44
"1906",25,0.9,72,4.57,40,44
"1907",25,0,62,24.02,0,44
"1908",25,0.27,68,-12.69,12,44
"1909",25,0.6,75,-25.03,26,44
"1910",25,0.07,66,-17.66,3,44
"1911",25,0.07,73,13,3,44
"1912",25,0.9,76,12.14,40,44
"1913",25,0.9,71,4.54,40,44
"1914",25,0.93,77,4.93,41,44
"1915",25,0.97,79,-9.18,43,44
"1916",25,0.83,78,20.44,37,44
"1917",25,0.83,63,26.18,37,44
"1918",25,0.03,70,-10.29,1,44
"1919",25,0.87,67,-0.8,38,44
"1920",25,0,61,-6.2,0,44
"1921",25,0.97,80,0.5,43,44
"1922",25,0,74,-27.58,0,44
"1923",25,0.5,64,0.61,22,44
"1924",25,0,69,12.07,0,44
"1925",26,0,6,21.99,0,44
"1926",26,0,17,3.41,0,44
"1927",26,0.9,15,-11.25,40,44
"1928",26,0,5,-7.08,0,44
"1929",26,0.9,20,-10.12,40,44
"1930",26,0.8,7,-14.83,35,44
"1931",26,0.93,4,8.76,41,44
"1932",26,0,18,9.38,0,44
"1933",26,0.03,2,-3.3,1,44
"1934",26,0.03,9,-15.74,1,44
"1935",26,0.97,8,-2.17,43,44
"1936",26,0.03,10,-13.74,1,44
"1937",26,0,13,-7.07,0,44
"1938",26,0,14,-3.98,0,44
"1939",26,1,12,2.4,44,44
"1940",26,0,1,6.35,0,44
"1941",26,0.87,11,33.86,38,44
"1942",26,1,19,-9.86,44,44
"1943",26,0.93,16,-7.32,41,44
"1944",26,0.93,23,7.46,41,44
"1945",26,0,26,8.31,0,44
"1946",26,0.77,31,-12.24,34,44
"1947",26,0,38,-12.59,0,44
"1948",26,0,30,-0.62,0,44
"1949",26,0.9,29,9.42,40,44
"1950",26,0.9,29,9.42,40,44
"1951",26,0.03,21,3.72,1,44
"1952",26,0.17,22,21.56,7,44
"1953",26,0.8,32,9.04,35,44
"1954",26,0.97,35,29.59,43,44
"1955",26,0.27,28,21.6,12,44
"1956",26,0.97,27,-1.79,43,44
"1957",26,0,25,-16.53,0,44
"1958",26,0.93,24,-30.85,41,44
"1959",26,0.3,34,-2.24,13,44
"1960",26,0.97,39,14.7,43,44
"1961",26,0.93,40,-2.57,41,44
"1962",26,0,37,12.08,0,44
"1963",26,0,33,5.6,0,44
"1964",26,0.03,50,0.33,1,44
"1965",26,0,58,-6.76,0,44
"1966",26,0.07,53,9.71,3,44
"1967",26,0.93,56,1.88,41,44
"1968",26,0.9,60,11.1,40,44
"1969",26,0,57,-3.28,0,44
"1970",26,0.07,41,-10.58,3,44
"1971",26,0.5,49,11.9,22,44
"1972",26,0.87,48,18.96,38,44
"1973",26,0.17,45,9.44,7,44
"1974",26,0.9,51,-3.69,40,44
"1975",26,0.93,55,-11.83,41,44
"1976",26,0.2,46,-0.07,9,44
"1977",26,0.3,54,-16.25,13,44
"1978",26,0.9,44,8.42,40,44
"1979",26,0.13,42,17.7,6,44
"1980",26,0.87,52,-2.74,38,44
"1981",26,0.93,43,-3.53,41,44
"1982",26,0.73,59,29.8,32,44
"1983",26,1,47,-4.9,44,44
"1984",26,0,69,8.6,0,44
"1985",26,0,74,-19.6,0,44
"1986",26,0.9,71,-21.88,40,44
"1987",26,0.07,73,-2.08,3,44
"1988",26,0,61,8.05,0,44
"1989",26,0.9,72,5.29,40,44
"1990",26,0.5,64,13.22,22,44
"1991",26,0.83,78,-16.71,37,44
"1992",26,0.87,67,-7.77,38,44
"1993",26,0.93,77,-8.83,41,44
"1994",26,0.9,76,6.17,40,44
"1995",26,0.97,79,3.43,43,44
"1996",26,0.6,75,-12.54,26,44
"1997",26,0.27,68,5.48,12,44
"1998",26,0.03,70,-9.54,1,44
"1999",26,0.97,80,11.47,43,44
"2000",26,0.07,66,0.51,3,44
"2001",27,0.93,5,-5.33,41,44
"2002",27,0.9,14,-17.01,40,44
"2003",27,0.8,10,-2.85,35,44
"2004",27,0.87,18,4.31,38,44
"2005",27,0.97,1,32.46,43,44
"2006",27,0.07,11,-34.49,3,44
"2007",27,0.07,3,-5.99,3,44
"2008",27,0.2,4,-34.05,9,44
"2009",27,1,6,-24.85,44,44
"2010",27,0,7,8.02,0,44
"2011",27,0,15,6.34,0,44
"2012",27,0.13,12,18.34,6,44
"2013",27,0.62,17,-15.09,27,44
"2014",27,0,16,-12.75,0,44
"2015",27,0.93,9,11.14,41,44
"2016",27,1,2,9.45,44,44
"2017",27,0.97,13,23.89,43,44
"2018",27,0,20,6.47,0,44
"2019",27,0,19,-26.44,0,44
"2020",27,0.34,8,17.23,15,44
"2021",27,0.87,26,14.41,38,44
"2022",27,0,39,-23.77,0,44
"2023",27,0.03,23,33.03,1,44
"2024",27,0,35,-44.89,0,44
"2025",27,0.67,28,-3.46,29,44
"2026",27,0.77,21,-19,34,44
"2027",27,0.07,36,0.24,3,44
"2028",27,0.53,22,-2.99,23,44
"2029",27,0.93,38,-1.99,41,44
"2030",27,0,27,18.62,0,44
"2031",27,0.97,25,17.71,43,44
"2032",27,0.97,34,2.89,43,44
"2033",27,0.4,24,2.35,18,44
"2034",27,0,40,13.07,0,44
"2035",27,0.03,32,-2.43,1,44
"2036",27,0,31,-0.81,0,44
"2037",27,0.8,37,-6.09,35,44
"2038",27,0.9,30,-2.49,40,44
"2039",27,0.9,29,0.15,40,44
"2040",27,0.9,29,0.15,40,44
"2041",27,0.53,33,15.06,23,44
"2042",27,0,56,20.92,0,44
"2043",27,0,48,1.4,0,44
"2044",27,0.77,54,9.93,34,44
"2045",27,0.93,53,10.44,41,44
"2046",27,0.63,46,-2.48,28,44
"2047",27,0.27,60,4.75,12,44
"2048",27,0.37,50,11.1,16,44
"2049",27,1,41,-33.68,44,44
"2050",27,0,52,-9.23,0,44
"2051",27,0.73,58,-68.24,32,44
"2052",27,0.69,57,15.36,30,44
"2053",27,0.4,43,6.59,18,44
"2054",27,0.13,47,13.84,6,44
"2055",27,0.37,42,4.77,16,44
"2056",27,0.6,55,-16.49,26,44
"2057",27,0.03,51,10.46,1,44
"2058",27,0.07,59,26.07,3,44
"2059",27,0.47,44,9.81,21,44
"2060",27,0.67,45,22.59,29,44
"2061",27,0.34,61,6.46,15,44
"2062",27,0,67,-17.67,0,44
"2063",27,0.93,69,24.39,41,44
"2064",27,0,71,0.54,0,44
"2065",27,0.97,78,-20.43,43,44
"2066",27,0,79,1.9,0,44
"2067",27,0.93,74,-22.31,41,44
"2068",27,0.8,73,-11.57,35,44
"2069",27,0.23,66,2.3,10,44
"2070",27,0.77,64,9.61,34,44
"2071",27,0.57,70,-11.05,25,44
"2072",27,0,63,-21.11,0,44
"2073",27,0,72,30.6,0,44
"2074",27,0,80,1.73,0,44
"2075",27,0,76,-18.14,0,44
"2076",27,0.7,62,37.72,31,44
"2077",27,0.1,68,14.51,4,44
"2078",27,0.93,65,8.44,41,44
"2079",27,1,77,1.62,44,44
"2080",27,0,75,7.48,0,44
"2081",28,0.97,8,6.81,43,44
"2082",28,0.03,2,-6.66,1,44
"2083",28,0.9,15,-5.91,40,44
"2084",28,0.9,20,1.64,40,44
"2085",28,0,5,-22.4,0,44
"2086",28,0.03,10,6.09,1,44
"2087",28,0.93,4,1.39,41,44
"2088",28,0.03,9,2.62,1,44
"2089",28,1,3,-16.79,44,44
"2090",28,0,17,-6.56,0,44
"2091",28,0,1,-5.24,0,44
"2092",28,0,18,-11.2,0,44
"2093",28,0,13,16.22,0,44
"2094",28,0.93,16,15.67,41,44
"2095",28,0,14,15.82,0,44
"2096",28,1,19,7.91,44,44
"2097",28,1,12,20.08,44,44
"2098",28,0,6,0.38,0,44
"2099",28,0.87,11,8.1,38,44
"2100",28,0.77,31,15.06,34,44
"2101",28,0.9,29,22.25,40,44
"2102",28,0.9,29,22.25,40,44
"2103",28,0.93,40,-4.8,41,44
"2104",28,0.97,35,9.9,43,44
"2105",28,0.03,21,21.01,1,44
"2106",28,0.17,22,-2.69,7,44
"2107",28,0.93,23,21.52,41,44
"2108",28,0,30,-11.81,0,44
"2109",28,0.8,32,6.89,35,44
"2110",28,0.97,39,-18.47,43,44
"2111",28,0,26,-5.16,0,44
"2112",28,0,37,-2.07,0,44
"2113",28,0,33,-26.02,0,44
"2114",28,0.97,27,-3.35,43,44
"2115",28,0.3,34,-21.68,13,44
"2116",28,0.77,36,1.72,34,44
"2117",28,0,38,28.35,0,44
"2118",28,0.93,24,-0.11,41,44
"2119",28,0.27,28,14.41,12,44
"2120",28,0,25,9.05,0,44
"2121",28,0.03,50,2.82,1,44
"2122",28,0.13,42,-17.57,6,44
"2123",28,0,57,-4.88,0,44
"2124",28,0.07,53,0.49,3,44
"2125",28,0.93,56,9.32,41,44
"2126",28,1,47,-10.69,44,44
"2127",28,0.87,52,11.89,38,44
"2128",28,0.17,45,-7.53,7,44
"2129",28,0.93,55,19.22,41,44
"2130",28,0.3,54,11.97,13,44
"2131",28,0.07,41,-6.39,3,44
"2132",28,0.9,44,2.87,40,44
"2133",28,0.93,43,0.69,41,44
"2134",28,0,58,-6.81,0,44
"2135",28,0.5,49,4.93,22,44
"2136",28,0.73,59,-1.87,32,44
"2137",28,0.9,51,-4.34,40,44
"2138",28,0.87,48,0.65,38,44
"2139",28,0.2,46,-9.01,9,44
"2140",28,0.83,78,-10.8,37,44
"2141",28,0.97,80,19.56,43,44
"2142",28,0.83,63,11.48,37,44
"2143",28,0.9,72,0.11,40,44
"2144",28,0,74,-21.3,0,44
"2145",28,0.07,66,-14.36,3,44
"2146",28,0.93,77,3.9,41,44
"2147",28,0,61,-2.81,0,44
"2148",28,0.5,64,4.19,22,44
"2149",28,0.87,67,22.78,38,44
"2150",28,0,62,10.72,0,44
"2151",28,0.07,65,20.64,3,44
"2152",28,0.9,76,1.87,40,44
"2153",28,0.07,73,-10.67,3,44
"2154",28,0.27,68,-10.91,12,44
"2155",28,0,69,8.95,0,44
"2156",28,0.97,79,-10.4,43,44
"2157",28,0.6,75,5.98,26,44
"2158",28,0.03,70,-24.9,1,44
"2159",29,0,6,1.62,0,44
"2160",29,1,19,-16.56,44,44
"2161",29,1,3,-13.91,44,44
"2162",29,1,12,-18.81,44,44
"2163",29,0.03,9,-6.58,1,44
"2164",29,0,18,3.02,0,44
"2165",29,0,17,-3.67,0,44
"2166",29,0.9,20,-1.05,40,44
"2167",29,0.03,2,1.77,1,44
"2168",29,0.87,11,25.44,38,44
"2169",29,0.97,8,-12.52,43,44
